cycle_count,consistent_duration,low_time_variation,rapid_transactions,wallet,num_bought,num_sold,unique_nfts_bought,unique_nfts_sold,hold_time,first_activity,last_activity,activity_period,average_daily_transaction
11304,False,1.0,0.0082271762208067,w_2678052,150,152.0,1,1.0,0 days 00:00:48.653846153,2022-05-04 20:51:46,2022-05-05 15:48:11,0 days 18:56:25,302.0
10622,False,1.0,0.0090378459800414,w_2489696,144,145.0,1,1.0,0 days 00:01:06.705882352,2022-05-26 05:15:56,2022-05-27 00:05:02,0 days 18:49:06,289.0
10611,False,1.0,0.0060314767693902,w_2431110,151,147.0,1,2.0,0 days 00:17:02.953488372,2022-06-08 06:54:12,2022-06-09 15:32:49,1 days 08:38:37,149.0
10523,False,1.0,0.0065570654756248,w_2431115,147,151.0,2,1.0,0 days 00:00:51.272727272,2022-06-08 06:54:12,2022-06-09 15:32:49,1 days 08:38:37,149.0
10285,False,1.0,0.010889645114244,w_2682808,158,158.0,2,3.0,0 days 07:52:03,2022-05-04 07:11:02,2022-05-05 00:06:12,0 days 16:55:10,316.0
10245,False,1.0,0.0083943387018057,w_2489669,145,144.0,1,1.0,0 days 00:30:19.528455284,2022-05-26 05:15:56,2022-05-27 00:05:02,0 days 18:49:06,289.0
10211,False,1.0,0.0062677504651846,w_2441702,143,140.0,1,1.0,0 days 00:07:35.411764705,2022-06-06 14:22:07,2022-06-07 00:04:58,0 days 09:42:51,283.0
10180,False,1.0,9.823182711198428e-05,w_2703563,153,141.0,1,1.0,0 days 00:54:56.517730496,2022-05-01 18:44:08,2022-05-02 08:06:47,0 days 13:22:39,294.0
10079,False,1.0,0.001091378112908,w_2644384,146,138.0,1,1.0,0 days 00:37:30.299270072,2022-05-09 07:12:19,2022-05-10 00:08:52,0 days 16:56:33,284.0
10050,False,1.0,0.0099502487562189,w_2644385,138,146.0,1,1.0,0 days 00:00:50,2022-05-09 07:12:19,2022-05-10 00:08:52,0 days 16:56:33,284.0
9806,False,1.0,0.0073424434019987,w_2441703,140,143.0,1,1.0,0 days 00:19:45.638888888,2022-06-06 14:22:07,2022-06-07 00:04:58,0 days 09:42:51,283.0
9353,False,1.0,0.0072703945258205,w_2677972,138,131.0,1,1.0,0 days 01:05:14.558441558,2022-05-04 20:52:22,2022-05-05 16:09:27,0 days 19:17:05,269.0
9294,False,1.0,0.0,w_2703551,142,126.0,1,1.0,0 days 00:56:37.925000,2022-05-01 18:54:36,2022-05-02 08:09:21,0 days 13:14:45,268.0
9092,False,1.0,0.0083589969203695,w_2574340,133,136.0,1,1.0,0 days 00:00:18,2022-05-18 21:58:46,2022-05-19 07:04:27,0 days 09:05:41,269.0
8951,False,1.0,0.0093844263210814,w_2574328,136,133.0,1,1.0,0 days 00:10:27.840909090,2022-05-18 21:58:46,2022-05-19 07:04:27,0 days 09:05:41,269.0
8711,False,1.0,0.008495006313856,w_2677956,131,138.0,1,1.0,0 days 00:03:48.811320754,2022-05-04 20:52:22,2022-05-05 16:09:27,0 days 19:17:05,269.0
8596,False,1.0,0.0137273150302466,w_2703554,126,142.0,1,1.0,0 days 00:02:52.666666666,2022-05-01 18:54:36,2022-05-02 08:09:21,0 days 13:14:45,268.0
8459,False,0.9934980494148244,0.0023643456673365,w_118836,339,331.0,84,84.0,0 days 06:13:46.435540069,2023-11-09 14:38:53,2023-12-02 10:42:36,22 days 20:03:43,29.13043478260869
8402,False,1.0,0.0089264460842656,w_2464419,136,127.0,1,1.0,0 days 00:28:47.889763779,2022-05-31 05:57:41,2022-05-31 20:47:55,0 days 14:50:14,263.0
8270,False,1.0,0.0068923821039903,w_2645174,130,105.0,1,1.0,0 days 00:32:36.743589743,2022-05-08 21:36:02,2022-05-09 22:11:26,1 days 00:35:24,117.5
8128,False,1.0,0.0883366141732283,w_26608,1481,2193.0,6,14.0,0 days 00:08:34.200000,2022-04-01 03:26:05,2023-12-22 14:31:59,630 days 11:05:54,5.822503961965134
7811,False,1.0,0.0144667776213032,w_2472866,178,170.0,1,1.0,0 days 02:03:50.641176470,2022-05-27 16:32:27,2022-05-29 08:04:30,1 days 15:32:03,174.0
6789,False,1.0,0.0111945794667845,w_2365633,598,597.0,3,3.0,0 days 19:15:37.698581560,2022-01-19 13:12:29,2022-06-29 04:28:57,160 days 15:16:28,7.422360248447205
6702,False,1.0,0.0101462250074604,w_2365627,622,622.0,3,3.0,0 days 09:32:47.628803245,2022-01-16 01:55:59,2022-06-29 04:28:57,164 days 02:32:58,7.539393939393939
6366,False,1.0,0.0114671693371033,w_2587389,116,109.0,1,1.0,0 days 00:02:51.018518518,2022-05-17 15:28:15,2022-05-18 22:00:28,1 days 06:32:13,112.5
6250,True,1.0,0.01072,w_2504458,114,109.0,1,1.0,0 days 00:08:20.642857142,2022-05-25 15:39:55,2022-05-25 21:14:40,0 days 05:34:45,223.0
6166,True,1.0,0.0107038598767434,w_2504455,109,114.0,1,1.0,0 days 00:00:37.600000,2022-05-25 15:39:55,2022-05-25 21:14:40,0 days 05:34:45,223.0
5985,False,1.0,0.0096908939014202,w_2577598,109,116.0,1,1.0,0 days 00:05:12.775510204,2022-05-17 15:28:15,2022-05-18 22:00:28,1 days 06:32:13,112.5
5778,False,1.0,0.0081343025268258,w_2693731,105,102.0,1,1.0,0 days 00:28:13.294117647,2022-05-03 09:52:19,2022-05-03 15:20:23,0 days 05:28:04,207.0
5722,False,1.0,0.0052429220552254,w_2427048,114,94.0,1,1.0,0 days 01:17:52.153846153,2022-06-09 17:18:16,2022-06-10 16:01:42,0 days 22:43:26,208.0
5600,True,1.0,0.0110714285714285,w_2554725,106,100.0,1,1.0,0 days 00:01:49.475000,2022-05-21 10:15:32,2022-05-21 13:00:15,0 days 02:44:43,206.0
5398,True,1.0,0.016302334197851,w_2736438,146,142.0,2,2.0,0 days 00:03:35.940594059,2022-04-24 20:59:34,2022-04-27 20:56:23,2 days 23:56:49,96.0
5353,False,1.0,0.0113954791705585,w_2693612,103,103.0,1,1.0,0 days 00:18:47.120000,2022-05-03 09:51:47,2022-05-03 15:38:35,0 days 05:46:48,206.0
5350,False,1.0,0.0102803738317757,w_2644930,105,130.0,1,1.0,0 days 00:12:57.484375,2022-05-08 21:36:02,2022-05-09 22:11:26,1 days 00:35:24,117.5
5347,True,1.0,0.017205909855994,w_2736398,142,146.0,2,2.0,0 days 00:03:44.205128205,2022-04-24 20:59:34,2022-04-27 20:56:23,2 days 23:56:49,96.0
5250,False,1.0,0.0118095238095238,w_2693683,103,103.0,1,1.0,0 days 00:02:12.103896103,2022-05-03 09:51:47,2022-05-03 15:38:35,0 days 05:46:48,206.0
5217,False,1.0,0.0124592677784167,w_2693831,101,101.0,1,1.0,0 days 00:05:08,2022-05-03 09:53:21,2022-05-03 15:04:11,0 days 05:10:50,202.0
4993,True,1.0,0.0108151411976767,w_2554628,100,106.0,1,1.0,0 days 00:01:16.344827586,2022-05-21 10:15:32,2022-05-21 13:00:15,0 days 02:44:43,206.0
4991,False,1.0,0.0094169505109196,w_2427053,94,114.0,1,1.0,0 days 00:00:42,2022-06-09 17:18:16,2022-06-10 16:01:42,0 days 22:43:26,208.0
4981,False,1.0,0.0116442481429431,w_2693823,101,101.0,1,1.0,0 days 00:03:33.156250,2022-05-03 09:53:21,2022-05-03 15:04:11,0 days 05:10:50,202.0
4952,False,1.0,0.0102988691437802,w_2720967,97,89.0,1,1.0,0 days 00:00:53.062500,2022-04-29 09:51:19,2022-04-29 20:12:50,0 days 10:21:31,186.0
4924,False,1.0,0.0121852152721364,w_2693708,102,105.0,1,1.0,0 days 00:05:29.470588235,2022-05-03 09:52:19,2022-05-03 15:20:23,0 days 05:28:04,207.0
4784,False,1.0,0.00188127090301,w_2585324,122,120.0,1,1.0,0 days 07:31:47.495049504,2022-05-10 09:40:31,2022-05-18 03:34:48,7 days 17:54:17,30.25
4783,False,1.0,0.0085720259251515,w_2418571,93,102.0,1,1.0,0 days 00:01:28.722222222,2022-06-12 07:30:16,2022-06-13 00:05:03,0 days 16:34:47,195.0
4718,True,1.0,0.0114455277660025,w_2565011,102,89.0,1,1.0,0 days 00:07:03.483146067,2022-05-20 06:10:22,2022-05-20 08:50:39,0 days 02:40:17,191.0
4698,False,1.0,0.009365687526607,w_2418575,102,93.0,1,1.0,0 days 02:22:42.613333333,2022-06-12 07:30:16,2022-06-13 00:05:03,0 days 16:34:47,195.0
4673,False,1.0,0.0194735715814252,w_2585323,120,122.0,1,1.0,0 days 00:07:41.526315789,2022-05-10 09:40:31,2022-05-18 03:34:48,7 days 17:54:17,30.25
4550,False,1.0,0.0136263736263736,w_2464422,99,100.0,1,1.0,0 days 00:11:47.464646464,2022-05-31 16:01:09,2022-05-31 20:44:29,0 days 04:43:20,199.0
4416,True,1.0,0.0172101449275362,w_2736397,138,138.0,2,2.0,0 days 00:06:58.852713178,2022-04-24 20:59:20,2022-04-27 21:02:27,3 days 00:03:07,69.0
4367,True,1.0,0.0087016258300893,w_2698198,87,88.0,1,1.0,0 days 00:01:34,2022-05-02 20:53:46,2022-05-03 00:16:02,0 days 03:22:16,175.0
4317,False,1.0,0.0138985406532314,w_2616069,99,107.0,1,1.0,0 days 00:38:35.857142857,2022-05-13 13:36:32,2022-05-14 16:08:13,1 days 02:31:41,103.0
4269,False,1.0,0.0156945420473178,w_2616078,107,99.0,1,1.0,0 days 00:47:01.097826086,2022-05-13 13:36:32,2022-05-14 16:08:13,1 days 02:31:41,103.0
4207,False,1.0,0.018540527691942,w_2736267,130,126.0,2,2.0,0 days 00:04:14.755102040,2022-04-25 12:31:27,2022-04-27 21:17:13,2 days 08:45:46,85.33333333333333
4191,False,1.0,0.0109759007396802,w_167550,194,162.0,69,68.0,0 days 02:13:21.666666666,2023-11-09 14:39:57,2023-11-23 05:19:27,13 days 14:39:30,25.428571428571427
4067,True,0.5497910007376444,0.0088517334644701,w_2227653,133,140.0,58,51.0,0 days 00:10:54.757575757,2022-07-20 12:37:11,2022-09-24 23:42:37,66 days 11:05:26,4.074626865671642
3964,False,1.0,0.0181634712411705,w_2736252,126,130.0,2,2.0,0 days 00:02:42.816901408,2022-04-25 12:31:27,2022-04-27 21:17:13,2 days 08:45:46,85.33333333333333
3813,True,1.0,0.017833726724364,w_2746469,105,97.0,1,1.0,0 days 05:22:37.649484536,2022-04-23 06:02:30,2022-04-26 21:16:10,3 days 15:13:40,50.5
3746,True,1.0,0.0173518419647624,w_2726923,111,118.0,2,2.0,0 days 00:00:53,2022-04-25 12:43:39,2022-04-28 23:30:07,3 days 10:46:28,57.25
3703,True,1.0,0.0143127194166891,w_2504446,95,89.0,1,1.0,0 days 00:24:05.235955056,2022-05-25 15:45:31,2022-05-25 21:15:10,0 days 05:29:39,184.0
3679,False,1.0,0.0070671378091872,w_2703792,64,82.0,1,1.0,0 days 00:00:25,2022-05-01 15:19:40,2022-05-02 07:23:52,0 days 16:04:12,146.0
3671,False,1.0,0.0128030509397984,w_2720273,89,97.0,1,1.0,0 days 00:18:38.222222222,2022-04-29 09:51:19,2022-04-29 20:12:50,0 days 10:21:31,186.0
3635,True,1.0,0.0101788170563961,w_2698230,82,75.0,1,1.0,0 days 00:01:26.857142857,2022-05-02 20:53:26,2022-05-03 00:12:08,0 days 03:18:42,157.0
3547,True,1.0,0.0140964195094446,w_2698333,82,77.0,1,1.0,0 days 00:00:05.333333333,2022-05-02 20:53:24,2022-05-02 23:52:00,0 days 02:58:36,159.0
3531,False,0.99886717643727,0.0002832058906825,w_86001,192,184.0,28,27.0,0 days 20:25:13.450000,2023-06-08 20:09:53,2023-12-09 15:08:01,183 days 18:58:08,2.0434782608695654
3503,True,1.0,0.0122751926919783,w_2639732,108,88.0,2,2.0,0 days 02:54:01.500000,2022-05-08 21:38:10,2022-05-10 16:03:28,1 days 18:25:18,98.0
3362,False,1.0,0.0145746579417013,w_2639729,123,108.0,2,2.0,0 days 00:46:18.843750,2022-05-08 21:38:10,2022-05-10 16:03:28,1 days 18:25:18,115.5
3357,True,1.0,0.0166815609174858,w_2687399,85,84.0,1,1.0,0 days 00:04:41.380952380,2022-05-04 10:35:54,2022-05-04 12:45:15,0 days 02:09:21,169.0
3309,True,1.0,0.0202478090057419,w_2726947,118,111.0,2,2.0,0 days 00:11:10.320000,2022-04-25 12:43:39,2022-04-28 23:30:07,3 days 10:46:28,57.25
3288,True,1.0,0.0179440389294403,w_2698169,88,87.0,1,1.0,0 days 00:17:24.902439024,2022-05-02 20:53:46,2022-05-03 00:16:02,0 days 03:22:16,175.0
3248,False,0.9975369458128078,0.0,w_152613,180,177.0,24,24.0,0 days 09:03:12.223880597,2023-11-09 17:56:15,2023-11-29 10:36:38,19 days 16:40:23,17.85
3246,True,1.0,0.0123228589032655,w_2726860,84,85.0,1,1.0,0 days 00:05:46.119047619,2022-04-28 21:14:09,2022-04-28 23:41:19,0 days 02:27:10,169.0
3190,True,1.0,0.0137931034482758,w_2554806,83,87.0,1,1.0,0 days 00:04:39.530120481,2022-05-21 10:09:08,2022-05-21 12:32:33,0 days 02:23:25,170.0
3160,False,1.0,0.020253164556962,w_2742693,109,105.0,1,1.0,0 days 16:09:46.600000,2022-04-21 23:23:43,2022-04-27 07:12:30,5 days 07:48:47,35.666666666666664
3147,False,1.0,0.0187480139815697,w_2616000,94,92.0,1,1.0,0 days 00:30:23.333333333,2022-05-13 13:36:02,2022-05-14 16:39:17,1 days 03:03:15,93.0
3077,False,1.0,0.0178745531361715,w_2508862,86,72.0,1,1.0,0 days 01:11:51.875000,2022-05-25 05:11:31,2022-05-25 15:18:01,0 days 10:06:30,158.0
2933,False,1.0,0.0119331742243436,w_2721618,89,81.0,1,1.0,0 days 02:32:43.864197530,2022-04-29 05:28:43,2022-04-29 16:25:49,0 days 10:57:06,170.0
2855,False,1.0,0.0203152364273204,w_2615899,92,94.0,1,1.0,0 days 00:01:32.548387096,2022-05-13 13:36:02,2022-05-14 16:39:17,1 days 03:03:15,93.0
2765,True,1.0,0.0151898734177215,w_2698283,77,82.0,1,1.0,0 days 00:06:39.916666666,2022-05-02 20:53:24,2022-05-02 23:52:00,0 days 02:58:36,159.0
2694,False,0.9996288047512992,0.032293986636971,w_79028,227,221.0,37,35.0,0 days 12:33:23.649122807,2023-11-05 10:54:52,2023-12-17 10:29:52,41 days 23:35:00,10.666666666666666
2675,False,1.0,0.0067289719626168,w_1020358,92,1998.0,13,60.0,0 days 00:53:21,2022-04-03 08:56:15,2023-04-05 04:05:35,366 days 19:09:20,5.694822888283379
2608,True,1.0,0.0199386503067484,w_2687484,75,74.0,1,1.0,0 days 00:04:17.770270270,2022-05-04 10:36:58,2022-05-04 12:35:05,0 days 01:58:07,149.0
2595,False,1.0,0.0227360308285163,w_2725381,68,99.0,1,2.0,0 days 11:45:34,2022-04-28 04:45:21,2022-04-29 04:58:15,1 days 00:12:54,83.5
2546,False,1.0,0.0149253731343283,w_2637848,95,71.0,1,1.0,0 days 03:17:43.718309859,2022-05-10 05:59:50,2022-05-10 21:08:37,0 days 15:08:47,166.0
2539,False,1.0,0.026782197715636,w_2742690,105,109.0,1,1.0,0 days 00:03:38.090909090,2022-04-21 23:23:43,2022-04-27 07:12:30,5 days 07:48:47,35.666666666666664
2523,False,1.0,0.0114942528735632,w_2677996,68,70.0,1,1.0,0 days 00:40:42.576923076,2022-05-04 20:53:28,2022-05-05 16:02:07,0 days 19:08:39,138.0
2519,False,1.0,0.018658197697499,w_2721003,84,93.0,1,1.0,0 days 02:03:50.452380952,2022-04-29 05:30:25,2022-04-29 17:54:34,0 days 12:24:09,177.0
2515,True,1.0,0.0202783300198807,w_2698192,75,82.0,1,1.0,0 days 00:15:20.882352941,2022-05-02 20:53:26,2022-05-03 00:12:08,0 days 03:18:42,157.0
2475,False,1.0,0.0363636363636363,w_79026,207,199.0,20,19.0,0 days 07:52:26.025157232,2023-11-09 22:10:23,2023-12-10 19:08:23,30 days 20:58:00,13.096774193548388
2470,False,0.9951417004048584,0.0190283400809716,w_4351,149,139.0,77,69.0,0 days 00:22:38.250000,2023-11-09 15:52:34,2023-12-22 13:21:11,42 days 21:28:37,6.697674418604652
2332,False,1.0,0.006861063464837,w_215510,131,130.0,1,2.0,0 days 06:17:22.314049586,2023-03-06 23:10:23,2023-11-09 20:35:47,247 days 21:25:24,1.0524193548387095
2306,False,1.0,0.0403295750216825,w_2519747,67,66.0,1,1.0,0 days 00:01:32.600000,2022-05-24 10:37:18,2022-05-24 18:57:07,0 days 08:19:49,133.0
2224,False,1.0,0.0184352517985611,w_2677984,70,68.0,1,1.0,0 days 00:18:53.904761904,2022-05-04 20:53:28,2022-05-05 16:02:07,0 days 19:08:39,138.0
2142,True,1.0,0.0205415499533146,w_2687593,67,64.0,1,1.0,0 days 00:02:21.951612903,2022-05-04 10:37:32,2022-05-04 12:17:27,0 days 01:39:55,131.0
2141,False,1.0,0.0425035030359645,w_2519749,63,68.0,1,1.0,0 days 00:35:38,2022-05-24 10:36:08,2022-05-24 18:57:03,0 days 08:20:55,131.0
2130,False,1.0,0.0309859154929577,w_2519764,68,63.0,1,1.0,0 days 00:02:47.064516129,2022-05-24 10:36:08,2022-05-24 18:57:03,0 days 08:20:55,131.0
2111,False,1.0,0.0374230222643297,w_2519751,66,67.0,1,1.0,0 days 00:00:47.475409836,2022-05-24 10:37:18,2022-05-24 18:57:07,0 days 08:19:49,133.0
2074,False,1.0,0.0,w_2143938,92,55.0,92,55.0,0 days 04:19:56.333333333,2022-08-28 09:06:15,2022-08-28 19:23:32,0 days 10:17:17,147.0
1868,False,1.0,0.0026766595289079,w_2434788,63,62.0,3,2.0,0 days 00:06:18.887096774,2022-06-08 10:37:50,2022-06-08 17:12:44,0 days 06:34:54,125.0
1726,False,1.0,0.0173812282734646,w_2446475,98,63.0,1,1.0,0 days 02:31:39.666666666,2022-06-01 23:10:42,2022-06-05 18:32:14,3 days 19:21:32,40.25
1691,True,0.120047309284447,0.0065050266114725,w_1818452,32,29.0,1,1.0,0 days 00:18:55.448275862,2022-11-13 17:45:11,2022-11-13 20:35:11,0 days 02:50:00,61.0
1567,False,1.0,0.0204211869814933,w_2703788,82,64.0,1,1.0,0 days 03:04:11.919354838,2022-05-01 15:19:40,2022-05-02 07:23:52,0 days 16:04:12,146.0
1504,False,1.0,0.0086436170212765,w_21029,106,109.0,11,11.0,0 days 00:40:43.278481012,2023-11-11 18:16:33,2023-12-20 18:46:26,39 days 00:29:53,5.375
1358,True,1.0,0.0294550810014727,w_2541957,51,52.0,1,1.0,0 days 00:00:59.500000,2022-05-22 18:17:15,2022-05-22 19:30:13,0 days 01:12:58,103.0
1313,False,1.0,0.0068545316070068,w_198938,51,52.0,14,14.0,0 days 00:01:57.487179487,2023-11-14 03:22:26,2023-11-14 20:50:01,0 days 17:27:35,103.0
1294,True,1.0,0.0255023183925811,w_2541976,52,51.0,1,1.0,0 days 00:01:58.093023255,2022-05-22 18:17:15,2022-05-22 19:30:13,0 days 01:12:58,103.0
1250,True,1.0,0.0232,w_2541964,49,50.0,1,1.0,0 days 00:00:14,2022-05-22 18:17:13,2022-05-22 19:29:43,0 days 01:12:30,99.0
1219,False,0.9967186218211648,0.0024610336341263,w_1084330,358,325.0,229,225.0,0 days 02:25:43.280487804,2021-09-05 13:27:13,2023-04-08 22:00:59,580 days 08:33:46,1.1755593803786577
1214,False,1.0,0.0164744645799011,w_2443080,63,158.0,1,2.0,0 days 02:29:42.111111111,2022-06-01 23:10:42,2022-06-06 16:03:29,4 days 16:52:47,44.2
1197,True,1.0,0.0275689223057644,w_2541974,50,49.0,1,1.0,0 days 00:01:44.565217391,2022-05-22 18:17:13,2022-05-22 19:29:43,0 days 01:12:30,99.0
